interactionID	basisOfRecord	sourceTaxonId	sourceTaxonName	sourceVerbatimName	sourceFamilyName	sourceCommonName	sourceSexName	sourceSexID	sourceLifeStageName	sourceAssociatedSequences	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	targetTaxonId	targetTaxonName	targetVerbatimName	targetFamilyName	targetCommonName	targetLifeStageName	targetAssociatedSequences	country	stateProvince	county	verbatimLocality	localityId	locality	habitat	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	verbatimEventDate	eventDate	eventTime	referenceDoi	referenceCitation	referenceType	primarySource	enteredBy	notes
	literatureRecord	https://www.gbif.org/species/1560727	Phortica okadai		Phoridae						http://purl.obolibrary.org/obo/RO_0002618		visits	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2436436	Homo sapiens		Hominidae	Human			China																10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	intermediate host of 'oriental eyeworm' Thelazia callipaeda
	literatureRecord	https://www.gbif.org/species/1343206	Lisotrigona furva		Apidae						http://purl.obolibrary.org/obo/RO_0002618		visits	flower	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Callistemon		Myrtaceae				Thailand			N Thailand		N Thailand											10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1343206	Lisotrigona furva		Apidae						http://purl.obolibrary.org/obo/RO_0002618		visits	flower	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Callistemon		Myrtaceae				Thailand			NE Thailand		NE Thailand											10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1343206	Lisotrigona furva		Apidae						http://purl.obolibrary.org/obo/RO_0002618	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of	flower	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Buddleja asiatica		Buddlejaceae				Thailand			N Thailand		N Thailand											10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1343206	Lisotrigona furva		Apidae						http://purl.obolibrary.org/obo/RO_0002618	http://purl.obolibrary.org/obo/RO_0002622	visits flowers of	flower	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Buddleja asiatica		Buddlejaceae				Thailand			NE Thailand		NE Thailand											10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1556599	Amiota		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Chiang Mai		in forest, 600 m a.s.l		in forest, 600 m a.s.l	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						600	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1556599	Amiota		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Chiang Mai		near Ton Luang Temple, 760 m a.s.l Chiang Dao		near Ton Luang Temple, 760 m a.s.l Chiang Dao	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						760	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1556599	Amiota		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Pang Ma Pha		Pang Ma Pha village, 590 m a.s.l		Pang Ma Pha village, 590 m a.s.l	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						590	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1561041	Apsiphortica		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Chiang Mai		in forest, 600 m a.s.l		in forest, 600 m a.s.l	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						600	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1561041	Apsiphortica		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Chiang Mai		near Ton Luang Temple, 760 m a.s.l Chiang Dao		near Ton Luang Temple, 760 m a.s.l Chiang Dao	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						760	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1561041	Apsiphortica		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Pang Ma Pha		Pang Ma Pha village, 590 m a.s.l		Pang Ma Pha village, 590 m a.s.l	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						590	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/5075382	Paraleucophenga		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Chiang Mai		in forest, 600 m a.s.l		in forest, 600 m a.s.l	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						600	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/5075382	Paraleucophenga		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Chiang Mai		near Ton Luang Temple, 760 m a.s.l Chiang Dao		near Ton Luang Temple, 760 m a.s.l Chiang Dao	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						760	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/5075382	Paraleucophenga		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Pang Ma Pha		Pang Ma Pha village, 590 m a.s.l		Pang Ma Pha village, 590 m a.s.l	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						590	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1560605	Phortica		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Chiang Mai		in forest, 600 m a.s.l		in forest, 600 m a.s.l	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						600	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1560605	Phortica		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Chiang Mai		near Ton Luang Temple, 760 m a.s.l Chiang Dao		near Ton Luang Temple, 760 m a.s.l Chiang Dao	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						760	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1560605	Phortica		Drosophilidae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	eye	http://purl.obolibrary.org/obo/OMIT_0006347	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand	Pang Ma Pha		Pang Ma Pha village, 590 m a.s.l		Pang Ma Pha village, 590 m a.s.l	seasonally dry and in everwet climates, in primary and secondary forests, and in more or less synanthropic habitats						590	December 2007 - November 2008			10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		TRUE	zachary_brown	
	literatureRecord	https://www.gbif.org/species/1567346	Isomyia		Calliphoridae						http://purl.obolibrary.org/obo/OMIT_0005582		drinking	arm	http://purl.obolibrary.org/obo/OMIT_0002520	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Homo sapiens		Hominidae	Human			Thailand																10.2317/jkes0811.17.1	Bänziger, H., Boongird, S., Sukumalanand, P., & Bänziger, S. (2009). Bees (Hymenoptera: Apidae) That Drink Human Tears. Journal of the Kansas Entomological Society, 82(2), 135–150. https://doi.org/10.2317/jkes0811.17.1		FALSE	zachary_brown	drinking the sweat from arm
