interactionID	basisOfRecord	sourceTaxonId	sourceTaxonName	sourceVerbatimName	sourceFamilyName	sourceCommonName	sourceSexName	sourceSexID	sourceLifeStageName	sourceAssociatedSequences	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	targetTaxonId	targetTaxonName	targetVerbatimName	targetFamilyName	targetCommonName	targetLifeStageName	targetAssociatedSequences	country	stateProvince	county	verbatimLocality	localityId	locality	habitat	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	verbatimEventDate	eventDate	eventTime	otherTraits	referenceDoi	referenceCitation	referenceType	primarySource	enteredBy	notes
1462	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3105813	Sonchus arvensis		Asteraceae	Perennial Cow Thistle																					LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1463	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3012089	Sorbaria sorbifolia		Rosaceae																						LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1464	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986375	Spiraea aruncus	Spirea aruncus	Rosaceae																						LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1465	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3026392		Spirea frobeli	Rosaceae																						LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	Frobeli? Froebelii? Not under GBIF list…
1466	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/6368656	Spiraea latifolia		Rosaceae																						LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1467	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2888628	Symphoricarpos		Caprifoliaceae	Snowberry																					LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1468	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2888632	Symphoricarpos occidentalis		Caprifoliaceae	Western Snowberry																					LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1469	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3152042	Tilia americana	Tilia americanus	Malvaceae	American Basswood																					LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1470	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2882813	Vaccinium		Ericaceae	Blueberries																					LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1471	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2888742	Valeriana capitata		Caprifoliaceae	Capitate Valerian																					LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1472	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2888580	Viburnum		Adoxaceae	Viburnum																					LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1473	LiteratureRecord	https://www.gbif.org/species/1358212	Andrena thaspii		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2974751	Vicia		Fabaceae	Vetch																					LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part X. Subgenus Andrena. Transactions of the American Entomological Society (1890-), vol. 106, no. 4, 1980, pp. 395–525. JSTOR, www.jstor.org/stable/25078273. Accessed 22 June 2020.	Journal Article	TRUE	Kristi Liu	
1474	LiteratureRecord	https://www.gbif.org/species/1358118	Andrena berberidis		Andrenidae		Female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0008506		Ecologically co-occurs with	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3033851	Berberis repens		Berberidaceae	Oregon Barberry			United States	Colorado		Boulder		Boulder													LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	Holotype
1475	LiteratureRecord	https://www.gbif.org/species/1358118	Andrena berberidis		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3033868	Berberis aquifolium		Berberidaceae	Oregon Grape			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1476	LiteratureRecord	https://www.gbif.org/species/1358118	Andrena berberidis		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3033842	Mahonia		Berberidaceae	Oregon Grape			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1477	LiteratureRecord	https://www.gbif.org/species/1358118	Andrena berberidis		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226		Potentilla hirsutissima		Rosaceae				United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	Associated plant name misspelled in text
1478	LiteratureRecord	https://www.gbif.org/species/1357754	Andrena calignosa		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986175	Ribes californicum		Grossulariaceae	Hillside Gooseberry			United States	California																	LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1479	LiteratureRecord	https://www.gbif.org/species/1357754	Andrena calignosa		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986187	Ribes menziesii		Grossulariaceae	Canyon Gooseberry			United States	California																	LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1480	LiteratureRecord	https://www.gbif.org/species/1357754	Andrena calignosa		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986206	Ribes speciosum		Grossulariaceae	Fuschia-Flower Gooseberry			United States	California																	LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1481	LiteratureRecord	https://www.gbif.org/species/1357754	Andrena calignosa		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3039576	Salix		Salicaceae	Willow			United States	California																	LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1482	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena submaura		Andrenidae		Female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986095	Ribes		Grossulariaceae				United States	California	Riverside	The Gavilan		The Gavilan								27-II-1937	1937-02-27				LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	Holotype
1483	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena submaura		Andrenidae		Male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986095	Ribes		Grossulariaceae				United States	California	Riverside	The Gavilan		The Gavilan								27-II-1937	1937-02-27				LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	Holotype
1484	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena submaura		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986122	Ribes indecorum		Grossulariaceae	White-Flower Currant			United States	California																	LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1485	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena submaura		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986187	Ribes menziesii		Grossulariaceae	Canyon Gooseberry			United States	California																	LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1486	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena submaura		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986120	Ribes velutinum		Grossulariaceae	Desert Gooseberry			United States	California																	LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1487	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena porterae		Andrenidae		Female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3039576	Salix		Salicaceae	Willows			United States	New Mexico		Las Vegas Hot Springs		Las Vegas Hot Springs													LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	Holotype
1488	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena porterae		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986111	Ribes aureum		Grossulariaceae	Buffalo Currant			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1489	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena porterae		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986127	Ribes cereum		Grossulariaceae	Squaw Currant			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1490	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena porterae		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986114	Ribes leptanthum		Grossulariaceae	Trumpet Currant			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1491	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena porterae		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/4194835	Ribes longiflorum		Grossulariaceae				United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1492	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena porterae		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/4194481	Ribes pumilum		Grossulariaceae				United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1493	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena porterae		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986172	Ribes viscosissimum		Grossulariaceae	Sticky Currant			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1494	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena porterae		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3039576	Salix		Salicaceae	Willow			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1495	LiteratureRecord	https://www.gbif.org/species/1356885	Andrena porterae		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3022618	Prunus demissa		Rosaceae				United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1496	LiteratureRecord	https://www.gbif.org/species/8757570	Andrena leptanthi		Andrenidae		Male	http://purl.obolibrary.org/obo/FBcv_0000333			http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2986114	Ribes leptanthum		Grossulariaceae	Trumpet Currant			United States	Colorado		Manitou		Manitou								28-IV-1904	1904-04-28				LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	Holotype
1497	LiteratureRecord	https://www.gbif.org/species/1357213	Andrena northoscordi		Andrenidae		Female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2855617	Nothoscordum striatum		Amaryllidaceae				United States	Illinois		Carlinville		Carlinville								29-IV-1895	1895-04-29				LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	Lectotype
1498	LiteratureRecord	https://www.gbif.org/species/1357213	Andrena northoscordi		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/5357407	Amorpha fruticosa		Fabaceae	Bastard Indigo			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1499	LiteratureRecord	https://www.gbif.org/species/1357213	Andrena northoscordi		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3042394	Camelina		Brassicaceae	False Flax			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1500	LiteratureRecord	https://www.gbif.org/species/1357213	Andrena northoscordi		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/3146588	Erigeron		Asteraceae				United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1501	LiteratureRecord	https://www.gbif.org/species/1357213	Andrena northoscordi		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/5375843	Lesquerella recurvata		Brassicaceae	Gaslight Bladderpod			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
1502	LiteratureRecord	https://www.gbif.org/species/1357213	Andrena northoscordi		Andrenidae						http://purl.obolibrary.org/obo/RO_0002622		Collected on	Flowers	http://purl.obolibrary.org/obo/PO_0009046	in nature	http://purl.obolibrary.org/obo/ENVO_01001226	https://www.gbif.org/species/2926071	Lithospermum		Boraginaceae	Gromwell			United States																		LaBerge, Wallace E. A Revision of the Bees of the Genus Andrena of the Western Hemisphere. Part XI. Minor Subgenera and Subgeneric Key. Transactions of the American Entomological Society (1890-), vol. 111, no. 4, 1985, pp. 441-567. JSTOR, www.jstor.org/stable/25078376.	Journal Article	TRUE	Kristi Liu	
